time,attack_type,risk_score,risk_level,source,event
2026-05-21 01:45:03.032516,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.032 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.032654,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.032 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.056871,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.056 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.057082,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.056 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.057161,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.057 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.057210,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.057 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.058739,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.058 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.059202,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.058 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.059297,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.059 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.060593,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.060 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.074278,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.073 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.074491,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.074 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.106531,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.106 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.106822,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.106 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.107379,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.107 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.107498,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.107 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.109311,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.108 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.109872,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.109 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.109960,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.109 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.111570,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.111 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.122681,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.122 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.122814,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.122 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.143193,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.142 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.143441,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.142 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.143657,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.143 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.143726,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.143 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.145191,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.145 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.145980,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.145 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.146117,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.145 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.147762,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.147 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.162126,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.161 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.162336,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.161 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.188722,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.188 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.188936,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.188 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.189041,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.188 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.189094,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.188 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.191024,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.190 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.191674,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.191 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.191816,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.191 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.194094,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.193 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.208456,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.208 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.208672,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.208 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.238520,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.238 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.238767,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.238 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.238872,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.238 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.238953,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.238 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.240879,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.240 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.241637,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.241 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.241777,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.241 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.243356,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.243 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.257661,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.257 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.257868,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.257 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.285294,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.285 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.285532,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.285 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.285818,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.285 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.285893,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.285 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.287581,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.287 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.288101,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.287 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.288236,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.287 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.290535,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.290 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.304193,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.303 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.304373,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.304 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.333530,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.333 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.333780,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.333 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.333951,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.333 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.334031,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.333 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.335642,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.335 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.336144,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.335 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.336236,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.335 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.337958,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.337 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.352446,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.352 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.352604,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.352 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.378013,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.377 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.378286,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.377 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.378518,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.378 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.378627,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.378 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.381339,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.381 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.382252,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.382 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.382407,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.382 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.384483,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.384 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.399734,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.399 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.399908,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.399 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.426546,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.426 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.426783,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.426 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.426904,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.426 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.426990,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.426 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.429002,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.428 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.429720,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.429 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.429869,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.429 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.432255,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.432 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.450529,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.450 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.450698,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.450 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.476019,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.475 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.476300,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.475 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.476498,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.476 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.476593,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.476 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.478149,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.477 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.478629,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.478 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.478722,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.478 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.480257,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.480 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.491451,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.491 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.491599,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.491 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.513239,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.513 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.513399,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.513 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.513562,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.513 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.513691,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.513 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.515261,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.515 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.515886,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.515 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.515958,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.515 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:03.518057,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.517 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:03.531807,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.531 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.531940,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.531 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.597470,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.597 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.597696,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.597 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:03.598711,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.598 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:03.598827,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:03.598 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
