time,attack_type,risk_score,risk_level,source,event
2026-05-21 01:45:10.444719,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.444 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.444760,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.444 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.445512,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.445 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.455538,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.455 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.455572,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.455 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.495802,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.495 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.495912,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.495 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.496345,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.495 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.496442,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.495 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.497675,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.497 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.498118,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.498 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.498184,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.498 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.499147,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.499 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.505226,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.505 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.505266,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.505 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.518047,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.517 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.518152,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.517 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.518397,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.518 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.518467,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.518 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.519272,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.519 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.519605,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.519 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.519676,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.519 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.520849,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.520 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.528089,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.527 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.528188,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.527 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.546653,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.546 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.546798,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.546 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.547203,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.546 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.547719,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.547 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.550290,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.550 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.550974,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.550 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.551064,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.550 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.553639,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.553 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.565671,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.565 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.565820,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.565 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.593928,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.593 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.594093,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.593 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.594171,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.593 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.594247,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.593 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.596114,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.595 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.596865,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.596 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.596974,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.596 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.598419,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.598 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.608541,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.608 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.608698,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.608 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.632962,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.632 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.633124,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.632 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.633304,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.632 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.633389,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.632 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.635130,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.634 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.635547,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.635 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.635654,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.635 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.637840,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.637 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.652461,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.652 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.652610,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.652 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.678313,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.678 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.678453,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.678 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.678526,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.678 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.678604,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.678 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.680996,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.680 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.681745,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.681 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.681869,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.681 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.683328,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.683 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.693230,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.692 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.693387,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.693 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.724757,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.724 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.724897,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.724 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.724968,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.724 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.725043,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.724 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.726602,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.726 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.727019,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.726 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.727093,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.726 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.728417,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.728 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.738856,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.738 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.739000,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.738 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.761403,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.761 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.761508,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.761 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.761542,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.761 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.761598,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.761 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.762557,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.762 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.762867,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.762 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.762917,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.762 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.764054,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.763 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.772404,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.772 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.772493,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.772 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.792380,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.792 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.792829,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.792 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.793231,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.792 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.793500,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.793 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.795102,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.794 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.795526,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.795 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.795605,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.795 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.796938,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.796 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.804610,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.804 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.804697,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.804 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.820098,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.819 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.820197,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.819 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.820235,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.819 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.820272,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.820 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.821223,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.821 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.821520,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.821 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.821573,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.821 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.822444,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.822 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.832171,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.832 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.832264,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.832 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.932591,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.932 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.932709,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.932 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.933407,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.933 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.933489,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.933 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.934716,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.934 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.935457,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.935 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.935532,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.935 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:45:10.937504,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.937 E  ecosystemd[6857:6610d0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:45:10.948562,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.948 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:45:10.948683,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.948 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:45:10.973055,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:45:10.972 Df ecosystemd[6857:6610d0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
